alpha,attention_effective_rank,attention_effective_rank_lower,attention_effective_rank_upper,beta,cell_id,correlation,d,delta,distance_uniform,distance_uniform_lower,distance_uniform_upper,gamma,input_kind,jacobian_op,jacobian_op_lower,jacobian_op_upper,label,label_sensitivity_minus_0p05,label_sensitivity_plus_0p05,m,mask,max_mass,max_mass_lower,max_mass_upper,mean_cij2,mean_vi_vj,n,normalized_entropy,normalized_entropy_lower,normalized_entropy_upper,phi,s,sample_count,self_mass,self_mass_lower,self_mass_upper,tau,update_to_weight_min,update_to_weight_min_lower,update_to_weight_min_upper
0.008257834055281243,0.3227713817940406,0.3130480466741463,0.33249471691393484,0.2577959352433899,0,0.25,32,-0.032025046646595,0.22140995413064957,0.16569532454013824,0.2771245837211609,0.9661640978367502,synthetic,0.1669234037399292,0.13536807894706726,0.19847872853279114,boundary_uncertain,boundary_uncertain,boundary_uncertain,8,unmasked,0.19572868943214417,0.1501200944185257,0.24133728444576263,0.06319581158459187,0.99997678399086,24,0.8796932399272919,0.8424187898635864,0.9169676899909973,1.3100468924388942,0.7267677026753212,2,0.030072499066591263,0.01996121183037758,0.04018378630280495,0.8743439614772797,0.00010590027542600972,8.135019982400341e-05,0.00013045035102801603
0.008257834055281243,0.3623525679373,0.3024707997084244,0.4222343361661755,0.2577959352433899,0,0.25,32,-0.1888207271695137,0.328734427690506,0.310307115316391,0.34716174006462097,0.9661640978367502,synthetic,0.22242730855941772,0.19061383605003357,0.2542407810688019,boundary_uncertain,boundary_uncertain,boundary_uncertain,8,causal,0.2644328773021698,0.2096875011920929,0.3191782534122467,0.06319581158459187,0.99997678399086,24,0.8199660181999207,0.7638692259788513,0.87606281042099,1.3100468924388942,0.7267677026753212,2,0.0373262595385313,0.025614600628614426,0.04903791844844818,1.0326518714427948,0.00016177530835627103,0.0001551175787043076,0.00016843303800823448
0.008257834055281243,0.39343734430497257,0.37293262250450976,0.4139420661054354,0.2577959352433899,0,,32,-0.04094097390770912,0.120265644043684,0.11136322468519211,0.1291680634021759,0.9661640978367502,real_activation,0.09734594076871872,0.0925121158361435,0.10217976570129395,boundary_uncertain,boundary_uncertain,screened_candidate,8,unmasked,0.10135582089424133,0.09559527784585953,0.10711636394262314,0.031927451491355896,0.999638557434082,24,0.951173722743988,0.9449048042297363,0.9574426412582397,1.3100468924388942,0.7267677026753212,2,0.03545208461582661,0.0321529358625412,0.038751233369112015,0.5732475519180298,0.00010691065987314951,9.657581378227994e-05,0.00011724550596401907
0.008257834055281243,0.527320602374707,0.5102665717690218,0.5443746329803921,0.2577959352433899,0,,32,-0.02444407343864441,0.16533570736646652,0.13079507648944855,0.1998763382434845,0.9661640978367502,real_activation,0.1665700003504753,0.15996922552585602,0.1731707751750946,boundary_uncertain,boundary_uncertain,screened_candidate,8,causal,0.17524609714746475,0.16982704401016235,0.18066515028476715,0.031927451491355896,0.999638557434082,24,0.9483300447463989,0.9393207430839539,0.957339346408844,1.3100468924388942,0.7267677026753212,2,0.07296210527420044,0.06938902288675308,0.0765351876616478,0.5494571328163147,0.00015772112897378206,0.00014448108138404988,0.0001709611765635142
-0.8801890427469463,0.3941651066434657,0.3847281504135773,0.4036020628733541,0.28228105163793804,2,0.25,32,-1.604896903038025,0.17991817742586136,0.16719353199005127,0.19264282286167145,0.38155557513210836,synthetic,0.13289576768875122,0.11939415335655212,0.14639738202095032,screened_candidate,boundary_uncertain,screened_candidate,8,unmasked,0.14351311326026917,0.12663564085960388,0.16039058566093445,0.06319581158459187,0.99997678399086,24,0.9115004241466522,0.905148983001709,0.9178518652915955,0.933844677720049,0.8860817692075489,2,0.007556953001767397,0.006776671856641769,0.008337234146893024,0.7841990292072296,6.530929954174232e-05,5.812693586694005e-05,7.24916632165446e-05
-0.8801890427469463,0.43756470697881433,0.4373654802557547,0.437763933701874,0.28228105163793804,2,0.25,32,-1.5969316363334656,0.2540592551231384,0.23232752084732056,0.2757909893989563,0.38155557513210836,synthetic,0.20302671194076538,0.1882580667734146,0.21779535710811615,screened_candidate,boundary_uncertain,screened_candidate,8,causal,0.22266513854265213,0.20908965170383453,0.23624062538146973,0.06319581158459187,0.99997678399086,24,0.8922320902347565,0.8712537288665771,0.9132104516029358,0.933844677720049,0.8860817692075489,2,0.019967641681432724,0.018770813941955566,0.02116446942090988,0.8193084597587585,0.0001105272302293436,8.121807187652771e-05,0.00013983638858215949
-0.8801890427469463,0.44304567214494917,0.43352103167175876,0.4525703126181395,0.28228105163793804,2,,32,-1.9923186302185059,0.18591799587011337,0.15894918143749237,0.21288681030273438,0.38155557513210836,real_activation,0.1311642974615097,0.11913742125034332,0.1431911736726761,screened_candidate,boundary_uncertain,screened_candidate,8,unmasked,0.13739165663719177,0.12786845862865448,0.14691485464572906,0.031927451491355896,0.999638557434082,24,0.8802822530269623,0.8458479642868042,0.9147165417671204,0.933844677720049,0.8860817692075489,2,0.0035710075171664357,0.002181882271543145,0.004960132762789726,0.9295327961444855,0.00010315605259469097,9.204315831923873e-05,0.00011426894687014323
-0.8801890427469463,0.448374988720493,0.4291935512890462,0.4675564261519398,0.28228105163793804,2,,32,-2.00274521112442,0.29893212765455246,0.24751253426074982,0.3503517210483551,0.38155557513210836,real_activation,0.20751403272151947,0.18933570384979248,0.22569236159324646,screened_candidate,screened_candidate,screened_candidate,8,causal,0.2489662915468216,0.21184071898460388,0.2860918641090393,0.031927451491355896,0.999638557434082,24,0.8605424463748932,0.8259699940681458,0.8951148986816406,0.933844677720049,0.8860817692075489,2,0.012643493711948395,0.0113145736977458,0.01397241372615099,0.9641174077987671,0.00014591610328010377,0.00012850564382078936,0.00016332656273941818
-0.43280106064294266,0.3299471373609114,0.3211109838443165,0.33878329087750636,0.2864760939850036,1,0.25,32,-0.6729728281497955,0.11119365319609642,0.10970432311296463,0.11268298327922821,0.8547600186493512,synthetic,0.09097303822636604,0.08971565216779709,0.092230424284935,gradient_starved,gradient_starved,gradient_starved,8,unmasked,0.093694768846035,0.09256987273693085,0.09481966495513916,0.06319581158459187,0.99997678399086,24,0.9651844501495361,0.9650580883026123,0.96531081199646,1.2474082212057387,0.7412117302745328,2,0.02056874893605709,0.017249170690774918,0.023888327181339264,0.46929730474948883,6.385590305636781e-05,6.168795334700908e-05,6.602385276572654e-05
-0.43280106064294266,0.4249382158481957,0.4221198075884458,0.42775662410794557,0.2864760939850036,1,0.25,32,-0.6862863302230835,0.15113603323698044,0.1442563235759735,0.15801574289798737,0.8547600186493512,synthetic,0.16451067477464676,0.15933966636657715,0.16968168318271637,boundary_uncertain,boundary_uncertain,screened_candidate,8,causal,0.17275073379278183,0.17090214788913727,0.1745993196964264,0.06319581158459187,0.99997678399086,24,0.9577524960041046,0.9542242288589478,0.9612807631492615,1.2474082212057387,0.7412117302745328,2,0.04020807519555092,0.035682424902915955,0.04473372548818588,0.46829724311828613,0.00010037184834078124,8.387963795323436e-05,0.00011686405872832812
