alpha,attention_effective_rank,attention_effective_rank_lower,attention_effective_rank_upper,beta,cell_id,correlation,d,delta,distance_uniform,distance_uniform_lower,distance_uniform_upper,gamma,input_kind,jacobian_op,jacobian_op_lower,jacobian_op_upper,label,m,mask,max_mass,max_mass_lower,max_mass_upper,mean_cij2,mean_vi_vj,n,normalized_entropy,normalized_entropy_lower,normalized_entropy_upper,phi,s,sample_count,self_mass,self_mass_lower,self_mass_upper,tau
1.0,0.8624604133088051,0.8624604133088051,0.8624604133088051,0.0,9,,32,2.817335844039917,0.49386298656463623,0.49386298656463623,0.49386298656463623,0.0,real_activation,0.2693215310573578,0.2693215310573578,0.2693215310573578,screened_candidate,8,causal,0.47976991534233093,0.47976991534233093,0.47976991534233093,0.0317501537501812,0.9996583461761475,24,0.6534303426742554,0.6534303426742554,0.6534303426742554,0.0,1.0,1,0.47976991534233093,0.47976991534233093,0.47976991534233093,1.387927532196045
-1.0,0.37432040691511365,0.37432040691511365,0.37432040691511365,0.0,10,0.25,32,-8.897773742675781,0.7773486375808716,0.7773486375808716,0.7773486375808716,0.0,synthetic,0.1917090117931366,0.1917090117931366,0.1917090117931366,concentrated,8,unmasked,0.8112302422523499,0.8112302422523499,0.8112302422523499,0.07063625007867813,0.9999781250953674,24,0.23320232331752777,0.23320232331752777,0.23320232331752777,0.0,2.0,1,2.4574239532171305e-08,2.4574239532171305e-08,2.4574239532171305e-08,3.5804030895233154
-1.0,0.3868192775094271,0.3868192775094271,0.3868192775094271,0.0,10,0.25,32,-8.897773742675781,0.7221594452857971,0.7221594452857971,0.7221594452857971,0.0,synthetic,0.21431484818458557,0.21431484818458557,0.21431484818458557,concentrated,8,causal,0.8236598968505859,0.8236598968505859,0.8236598968505859,0.07063625007867813,0.9999781250953674,24,0.25077277421951294,0.25077277421951294,0.25077277421951294,0.0,2.0,1,1.1985750916210236e-06,1.1985750916210236e-06,1.1985750916210236e-06,3.669318199157715
-1.0,0.5784115611611639,0.5784115611611639,0.5784115611611639,0.0,10,,32,-10.035776138305664,0.7230335474014282,0.7230335474014282,0.7230335474014282,0.0,real_activation,0.24780245125293732,0.24780245125293732,0.24780245125293732,concentrated,8,unmasked,0.6870692372322083,0.6870692372322083,0.6870692372322083,0.0317501537501812,0.9996583461761475,24,0.27357953786849976,0.27357953786849976,0.27357953786849976,0.0,2.0,1,2.170097879172772e-08,2.170097879172772e-08,2.170097879172772e-08,3.741039276123047
-1.0,0.48466245548072123,0.48466245548072123,0.48466245548072123,0.0,10,,32,-10.035776138305664,0.727306604385376,0.727306604385376,0.727306604385376,0.0,real_activation,0.19870921969413757,0.19870921969413757,0.19870921969413757,concentrated,8,causal,0.8337069749832153,0.8337069749832153,0.8337069749832153,0.0317501537501812,0.9996583461761475,24,0.2549150884151459,0.2549150884151459,0.2549150884151459,0.0,2.0,1,1.0829986507587819e-07,1.0829986507587819e-07,1.0829986507587819e-07,4.258850574493408
0.0,0.5123431652073591,0.5123431652073591,0.5123431652073591,1.0,11,0.25,32,-0.3809703588485718,0.7142765522003174,0.7142765522003174,0.7142765522003174,0.0,synthetic,0.2738126218318939,0.2738126218318939,0.2738126218318939,concentrated,8,unmasked,0.6490887403488159,0.6490887403488159,0.6490887403488159,0.07063625007867813,0.9999781250953674,24,0.28326353430747986,0.28326353430747986,0.28326353430747986,0.0,2.0,1,0.0003197746118530631,0.0003197746118530631,0.0003197746118530631,3.764833688735962
0.0,0.4212208075028056,0.4212208075028056,0.4212208075028056,1.0,11,0.25,32,-0.4978182315826416,0.6991857886314392,0.6991857886314392,0.6991857886314392,0.0,synthetic,0.2283017486333847,0.2283017486333847,0.2283017486333847,concentrated,8,causal,0.7955783009529114,0.7955783009529114,0.7955783009529114,0.07063625007867813,0.9999781250953674,24,0.30973032116889954,0.30973032116889954,0.30973032116889954,0.0,2.0,1,0.001761465915478766,0.001761465915478766,0.001761465915478766,3.321769952774048
0.0,0.5925661846077318,0.5925661846077318,0.5925661846077318,1.0,11,,32,0.19808149337768555,0.6375251412391663,0.6375251412391663,0.6375251412391663,0.0,real_activation,0.3052261471748352,0.3052261471748352,0.3052261471748352,concentrated,8,unmasked,0.5473113059997559,0.5473113059997559,0.5473113059997559,0.0317501537501812,0.9996583461761475,24,0.40203857421875,0.40203857421875,0.40203857421875,0.0,2.0,1,0.0004226252785883844,0.0004226252785883844,0.0004226252785883844,3.967653274536133
0.0,0.4956382246659994,0.4956382246659994,0.4956382246659994,1.0,11,,32,0.37416762113571167,0.7147641181945801,0.7147641181945801,0.7147641181945801,0.0,real_activation,0.23701788485050201,0.23701788485050201,0.23701788485050201,concentrated,8,causal,0.7767409682273865,0.7767409682273865,0.7767409682273865,0.0317501537501812,0.9996583461761475,24,0.2907545864582062,0.2907545864582062,0.2907545864582062,0.0,2.0,1,0.0016846285434439778,0.0016846285434439778,0.0016846285434439778,4.243508338928223
0.0,0.5729400643302814,0.5729400643302814,0.5729400643302814,0.7071067811865476,12,0.25,32,-0.20726314187049866,0.5988917350769043,0.5988917350769043,0.5988917350769043,0.7071067811865476,synthetic,0.2895226776599884,0.2895226776599884,0.2895226776599884,concentrated,8,unmasked,0.5061686635017395,0.5061686635017395,0.5061686635017395,0.07063625007867813,0.9999781250953674,24,0.40985676646232605,0.40985676646232605,0.40985676646232605,0.7853981633974483,2.0,1,0.0010467463871464133,0.0010467463871464133,0.0010467463871464133,2.9123358726501465
0.0,0.5470885709038816,0.5470885709038816,0.5470885709038816,0.7071067811865476,12,0.25,32,-0.41493093967437744,0.6709655523300171,0.6709655523300171,0.6709655523300171,0.7071067811865476,synthetic,0.27422013878822327,0.27422013878822327,0.27422013878822327,concentrated,8,causal,0.775750994682312,0.775750994682312,0.775750994682312,0.07063625007867813,0.9999781250953674,24,0.3312404751777649,0.3312404751777649,0.3312404751777649,0.7853981633974483,2.0,1,0.005102051421999931,0.005102051421999931,0.005102051421999931,2.874363899230957
0.0,0.6521939779029472,0.6521939779029472,0.6521939779029472,0.7071067811865476,12,,32,0.8484843373298645,0.6371872425079346,0.6371872425079346,0.6371872425079346,0.7071067811865476,real_activation,0.28671854734420776,0.28671854734420776,0.28671854734420776,concentrated,8,unmasked,0.45857691764831543,0.45857691764831543,0.45857691764831543,0.0317501537501812,0.9996583461761475,24,0.422774076461792,0.422774076461792,0.422774076461792,0.7853981633974483,2.0,1,0.003226630622521043,0.003226630622521043,0.003226630622521043,3.148688793182373
0.0,0.6020027542483644,0.6020027542483644,0.6020027542483644,0.7071067811865476,12,,32,0.8997242450714111,0.625723659992218,0.625723659992218,0.625723659992218,0.7071067811865476,real_activation,0.3163846731185913,0.3163846731185913,0.3163846731185913,concentrated,8,causal,0.600946307182312,0.600946307182312,0.600946307182312,0.0317501537501812,0.9996583461761475,24,0.4797157347202301,0.4797157347202301,0.4797157347202301,0.7853981633974483,2.0,1,0.011899844743311405,0.011899844743311405,0.011899844743311405,3.007762908935547
